Query,APIs,APIClasses
Python – Right and Left Shift characters in String,len(); ,
Python – Rotate dictionary by K,items(); deque.rotate(); ,deque; 
Python – Round Off Dictionary Values to K decimals,round(); ,
Python – Row Summation of Like Index Product,enumerate(); append(); map(); sum(); zip(); ,
Python – Row with Maximum Product,reduce(); max(); ,
Python – Row with Maximum Record Element,max(); itemgetter(); ,
Python – Row with Minimum Sum in Matrix,reduce(); min(); ,
Python – Row with Minimum difference in extreme values,min(); filter(); ,
Python – Row-wise element Addition in Tuple Matrix,enumerate(); zip(); ,
Python – Rows intersection with K,sum(); Counter(); ,
Python – Rows with all List elements,all(); ,
Python – Scoring Matrix using Dictionary,append(); sum(); ,
Python – Segregate elements by delimiter,split(); map(); zip(); ,
Python – Selective Key Values Summation,sum(); ,
Python – Selective consecutive Suffix Join,endswith(); join(); ,
Python – Selectively Split in Strings,re.findall(); ,re; 
Python – Separate first word from String,append(); split(); ,
Python – Sequence Assignment to Words,enumerate(); dict(); split(); zip(); count(); ,
Python – Shuffle dictionary Values,shuffle(); zip(); dict(); sample(); ,
Python – Similar Consecutive elements frequency,range(); len(); append(); groupby(); ,
Python – Similar characters Strings comparison,sorted(); split(); set(); sort(); ,
Python – Similar index elements Matrix,zip(); map(); ,
Python – Similar index elements frequency,sum(); zip(); enumerate(); ,
Python – Similar index pairs in Tuple lists,zip(); ,
Python – Similar other index element of K,enumerate(); zip(); ,
Python – Slice from Last Occurrence of K,range(); len(); rfind(); ,
Python – Smallest K values in Dictionary,itemgetter(); items(); sorted(); nsmallest(); ,
Python – Smallest Length String,len(); min(); ,
Python – Smallest integer possible from combination of list elements,sorted(); itertools.permutation(); join(); min(); ,itertools; 
Python – Sort Dictionaries by Size,len(); sort(); sorted(); ,
Python – Sort Dictionary List by Key’s ith Index value,sort(); get(); ,
Python – Sort Dictionary by Value Difference,sorted(); abs(); ,
Python – Sort Dictionary by Values Summation,sorted(); sum(); map(); ,
Python – Sort Dictionary by Values and Keys,sorted(); items(); ,
Python – Sort Dictionary by key-value Summation,sorted(); items(); ,
Python – Sort Dictionary ignoring Key,next(); sorted(); insert(); ,
Python – Sort Dictionary key and values List,sorted(); dict(); ,
Python – Sort List by Dictionary values,sorted(); get(); ,
Python – Sort List items on basis of their Digits,map(); str(); ljust(); sorted(); ,
Python – Sort Matrix by K Sized Subarray Maximum Sum,max(); sum(); sort(); sorted(); ,
Python – Sort Matrix by Maximum String Length,sort(); len(); max(); sorted(); ,
Python – Sort Matrix by None frequency,sort(); sorted(); ,
Python – Sort Matrix by Number of elements greater than its previous element,sort(); len(); sorted(); ,
Python – Sort Matrix by Palindrome count,reversed(); len(); sort(); sorted(); ,
Python – Sort Matrix by Row Median,sort(); median(); sorted(); ,
Python – Sort Matrix by total characters,sort(); len(); sum(); sorted(); ,
Python – Sort Nested keys by Value,sorted(); ,
Python – Sort Records by Kth Index List,sort(); ,
Python – Sort String by Custom Integer Substrings,sorted(); zip(); regex(); ,
Python – Sort String list by K character frequency,sorted(); count(); sort(); ,
Python – Sort Strings by Case difference,sort(); islower(); isupper(); abs(); sorted(); len(); ,
Python – Sort Strings by Maximum ASCII value,sort(); max(); sorted(); ,
Python – Sort Strings by maximum frequency character,sort(); Counter(); max(); sorted(); ,
Python – Sort Tuples by Total digits,sort(); len(); sum(); sorted(); ,
Python – Sort by Factor count,sort(); len(); sorted(); ,
Python – Sort by Frequency of second element in Tuple List,sorted(); defaultdict(); Counter(); ,
Python – Sort by Maximum digit in Element,max(); sort(); sorted(); ,
Python – Sort by Rear Character in Strings List,sort(); sorted(); ,
Python – Sort by Units Digit in List,sort(); str(); sorted(); ,
Python – Sort by Uppercase Frequency,sort(); isupper(); sorted(); ,
Python – Sort by a partciular digit count in elements,str(); count(); sort(); sorted(); ,
Python – Sort by range inclusion,sort(); sum(); sorted(); ,
Python – Sort dictionaries list by Key’s Value list index,sorted(); ,
Python – Sort dictionary by Tuple Key Product,sorted(); sort(); dict(); ,
Python – Sort dictionary by max/min element in value list,sorted(); max(); min(); ,
Python – Sort given list of strings by part the numeric part of string,sort(); re.findall(); findall(); ,re; 
Python – Sort list of Single Item dictionaries according to custom ordering,sorted(); index(); keys(); sort(); ,
Python – Sort on basis of reverse Strings,sort(); reverse(); ,
Python – Sort row by K multiples,sort(); len(); sorted(); ,
Python – Sort rows by Frequency of K,sort(); count(); sorted(); ,
Python – Sort words separated by Delimiter,sorted(); join(); split(); ,
Python – Sorted Nested Keys in Dictionary,isinstance(); sorted(); ,
Python – Sorted order Dictionary items pairing,zip(); sort(); keys(); values(); map(); sorted(); ,
Python – Specific Characters Frequency in String List,join(); Counter(); chain.from_iterable(); ,chain; 
Python – Specific Range Addition in List,range(); ,
Python – Specific case change in String List,upper(); enumerate(); capitalize(); ,
Python – Split Dictionary values on size limit of values,enumerate(); values(); ,
Python – Split Numeric String into K digit integers,int(); ,
Python – Split String of list on K character,split(); extend(); join(); ,
Python – Split String on all punctuations,findall(); ,
Python – Split String on vowels,regex(); split(); ,
Python – Split Strings on Prefix Occurrence,startswith(); zip_longest(); ,
Python – Split a String by Custom Lengths,join(); next(); ,
Python – Split heterogeneous type list,isinstance(); defaultdict(); ,
Python – Split in Nested tuples,map(); list(); ,
Python – Split strings ignoring the space formatting characters,re.split(); split(); ,re; 
Python – Squash consecutive values of K,zip(); groupby(); ,
Python – Start and End Indices of words from list in String,index(); len(); ,
Python – Step Frequency of elements in List,defaultdict(); enumerate(); ,
Python – Store Function as dictionary value,‘(); ,
Python – Storing Elements Greater than K as Dictionary,dict(); enumerate(); ,
Python – String Integer Product,int(); ,
Python – String Matrix Concatenation,join(); chain(); ,
Python – String Repetition and spacing in List,append(); join(); ,
Python – String concatenation in Heterogenous list,type(); join(); isinstance(); ,
Python – String uncommon characters,set(); symmetric_difference(); join(); ,
Python – String with most unique characters,max(); ,
Python – Strings with Maximum K length,len(); filter(); ,
Python – Strings with all given List characters,all(); ,
Python – Strip front and rear Punctuations from given String,punctuation(); strip(); split(); join(); ,
Python – Sublist Maximum in custom sliced List,itertools.islice(); max(); islice(); zip(); accumulate(); ,itertools; 
Python – Subscript Dictionary,ord(); chr(); ,
Python – Substitute K for first occurrence of elements,set(); add(); append(); defaultdict(); next(); ,
Python – Substitute digits using Dictionary,enumerate(); len(); int(); join(); str(); ,
Python – Substitute prefix part of List,len(); ,
Python – Substring Suffix Frequency,regex(); defaultdict(); Counter(); ,
Python – Substring concatenation by Separator,append(); join(); split(); ,
Python – Substring presence in Strings List,any(); ,
Python – Subtract K from tuples list,tuple(); map(); ,
Python – Successive Characters Frequency,count(); re.findall(); findall(); Counter(); ,re; 
Python – Successive element pairing,zip(); ,
Python – Suffix List Sum,sum(); ,
Python – Suffix Product in list,reverse(); prod(); range(); len(); ,
Python – Sum elements matching condition,sum(); ,
Python – Sum of Cubes in List,reduce(); map(); sum(); ,
Python – Sum of different length Lists of list,sum(); chain(); ,
Python – Sum of each List element occurrence in another,sum(); count(); ,
Python – Sum of tuple elements,list(); sum(); map(); ,
Python – Summation Grouping in Dictionary List,int(); ,
Python – Summation Matrix columns,sum(); zip(); map(); ,
Python – Summation after elements removal,sum(); filter(); ,
Python – Summation in Dual element Records List,reduce(); add(); ,
Python – Summation of Custom nested keys in Dictionary,sum(); ,
Python – Summation of Unique elements,sum(); set(); ,
Python – Summation of consecutive elements power,defaultdict(); sum(); ,
Python – Summation of float string list,sum(); float(); ,
Python – Summation of kth column in a matrix,sum(); zip(); ,
Python – Summation of tuple dictionary values,tuple(); sum(); zip(); values(); map(); ,
Python – Surrounding elements to K,index(); ,
Python – Swap elements in String list,replace(); join(); split(); ,
Python – Swap ith and jth key’s value in dictionary,values(); ,
Python – Swapping Hierarchy in Nested Dictionaries,items(); defaultdict(); ,
Python – Symmetric Difference of Dictionaries,keys(); set.symmetric_difference(); symmetric_difference(); ,set; 
