Query,APIs,APIClasses
get Local Date For String in format dd.MM.yyyy,java.time.LocalDate.parse(); java.time.format.DateTimeFormatter.ofPattern(); ,java.time.LocalDate; java.time.format.DateTimeFormatter; 
get Local Host IP,java.net.InetAddress.getLocalHost(); ,java.net.InetAddress; 
get Local Host Name,java.net.InetAddress.getLocalHost(); java.lang.String.indexOf(); java.lang.String.substring(); ,java.net.InetAddress; java.lang.String; 
get Local Name from XML Node,java.lang.String.indexOf(); java.lang.String.substring(); ,java.lang.String; 
get LocalDate From Timestamp,java.sql.Date.toLocalDate(); java.time.LocalDateTime.ofInstant(); java.time.Instant.ofEpochSecond(); java.util.TimeZone.getDefault(); java.util.TimeZone.toZoneId(); ,java.sql.Date; java.time.LocalDateTime; java.time.Instant; java.util.TimeZone; java.util.TimeZone; 
get LocalDate from LocalDateTime,java.time.ZonedDateTime.toLocalDate(); java.time.chrono.ChronoZonedDateTime.toLocalDate(); java.time.chrono.ChronoLocalDateTime.toLocalDate(); java.time.LocalDateTime.toLocalDate(); java.time.OffsetDateTime.toLocalDate(); ,java.time.ZonedDateTime; java.time.chrono.ChronoZonedDateTime; java.time.chrono.ChronoLocalDateTime; java.time.LocalDateTime; java.time.OffsetDateTime; 
get LocalDateTime For String as format dd.MM.yyyy HH:mm:ss,java.time.LocalDateTime.parse(); java.time.format.DateTimeFormatter.ofPattern(); ,java.time.LocalDateTime; java.time.format.DateTimeFormatter; 
get LocalDateTime From Timestamp,java.time.LocalDateTime.ofInstant(); java.time.Instant.ofEpochSecond(); java.util.TimeZone.getDefault(); java.util.TimeZone.toZoneId(); ,java.time.LocalDateTime; java.time.Instant; java.util.TimeZone; java.util.TimeZone; 
get LocalDateTime from ISO Date String as 2014-01-01 00:00:00,java.time.LocalDateTime.parse(); ,java.time.LocalDateTime; 
get LocalTime For String in format HH:mm:ss,java.time.LocalTime.parse(); java.time.format.DateTimeFormatter.ofPattern(); ,java.time.LocalTime; java.time.format.DateTimeFormatter; 
get Location On Current Screen,java.awt.Component.getGraphicsConfiguration(); ,java.awt.Component; 
get Long Value From ResultSet,java.sql.SQLXML.getString(); java.sql.CallableStatement.getString(); java.sql.ResultSet.getString(); java.sql.CallableStatement.getLong(); java.sql.ResultSet.getLong(); ,java.sql.SQLXML; java.sql.CallableStatement; java.sql.ResultSet; 
get Long from String,java.lang.Long.parseLong(); ,java.lang.Long; 
get Lowest Common Denominator,java.security.spec.EllipticCurve.getB(); java.lang.Math.pow(); java.lang.System.arraycopy(); ,java.security.spec.EllipticCurve; java.lang.Math; java.lang.System; 
get MBean Notification Info,java.util.Arrays.toString(); ,java.util.Arrays; 
get MD5 byte array from String,java.util.Arrays.toString(); java.lang.String.getBytes(); java.security.MessageDigest.getInstance(); java.security.MessageDigest.digest(); ,java.util.Arrays; java.lang.String; java.security.MessageDigest; java.security.MessageDigest; 
get MS SQL Server 2000 Connection,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get MS SQL Server 2005 Connection,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get MS SQL Server Connection via ODBC,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get Manifest From File,java.util.jar.Manifest.read(); ,java.util.jar.Manifest; 
get Manifest Main Attribute Value,java.util.jar.Manifest.getMainAttributes(); org.xml.sax.Attributes.getValue(); ,java.util.jar.Manifest; org.xml.sax.Attributes; 
get Map Of Field Level Annotation From Class,java.lang.Class.getDeclaredFields(); ,java.lang.Class; 
get Map Of Method Level Annotation From Class,java.lang.Class.getDeclaredMethods(); ,java.lang.Class; 
get Maximum Window Bounds,java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(); java.lang.reflect.Method.invoke(); java.awt.Toolkit.getDefaultToolkit(); java.awt.Toolkit.getScreenSize(); ,java.awt.GraphicsEnvironment; java.lang.reflect.Method; java.awt.Toolkit; java.awt.Toolkit; 
get Method Annotation Map,java.lang.annotation.IncompleteAnnotationException.annotationType(); java.lang.annotation.Annotation.annotationType(); ,java.lang.annotation.IncompleteAnnotationException; java.lang.annotation.Annotation; 
get Method Argument Names String,java.lang.reflect.Method.getParameterTypes(); java.lang.String.toString(); ,java.lang.reflect.Method; java.lang.String; 
get Method Generic Parameter Types,java.lang.reflect.Method.getParameterTypes(); java.lang.reflect.Method.getGenericParameterTypes(); ,java.lang.reflect.Method; 
get Method Generic Return Type,java.lang.reflect.Method.getReturnType(); java.lang.reflect.Method.getGenericReturnType(); ,java.lang.reflect.Method; 
get Methods With Annotation,java.lang.Class.getMethods(); ,java.lang.Class; 
get Methods from class by annotation,java.lang.Class.getDeclaredMethods(); ,java.lang.Class; 
get Midi In Driver List,javax.sound.midi.MidiSystem.getMidiDeviceInfo(); javax.sound.midi.MidiSystem.getMidiDevice(); javax.sound.midi.MidiDevice.getMaxTransmitters(); javax.sound.midi.Track.add(); javax.sound.sampled.Port.Info.getName(); ,javax.sound.midi.MidiSystem; javax.sound.midi.MidiDevice; javax.sound.midi.Track; javax.sound.sampled.Port.Info; 
get Minute from java.sql.Time,java.sql.Time.toLocalTime(); java.time.LocalTime.getMinute(); ,java.sql.Time; java.time.LocalTime; 
get Minutes Between Two Dates,java.lang.Math.abs(); java.util.Calendar.getTime(); java.util.zip.ZipEntry.getTime(); java.util.Date.getTime(); ,java.lang.Math; java.util.Calendar; java.util.zip.ZipEntry; java.util.Date; 
get Month Of Days,java.util.Calendar.getInstance(); java.util.Calendar.set(); java.util.Calendar.getActualMaximum(); ,java.util.Calendar; 
get Month from java.sql.Date,java.sql.Date.toLocalDate(); java.time.LocalDate.getMonth(); ,java.sql.Date; java.time.LocalDate; 
get Most Specific Cause Throwable,java.lang.reflect.UndeclaredThrowableException.getCause(); java.lang.reflect.InvocationTargetException.getCause(); java.lang.ClassNotFoundException.getCause(); java.lang.Throwable.getCause(); java.lang.ExceptionInInitializerError.getCause(); ,java.lang.reflect.UndeclaredThrowableException; java.lang.reflect.InvocationTargetException; java.lang.ClassNotFoundException; java.lang.Throwable; java.lang.ExceptionInInitializerError; 
get My Address as InetAddress,java.net.InetAddress.getLocalHost(); ,java.net.InetAddress; 
get My Host Name from InetAddress,java.net.InetAddress.getLocalHost(); ,java.net.InetAddress; 
get MySQL Connection and settings,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get MySQL Connection from single connection string,java.sql.DriverManager.getConnection(); ,java.sql.DriverManager; 
get Name Attribute from XML Element,org.w3c.dom.Element.getAttribute(); ,org.w3c.dom.Element; 
get Name from XML Node,org.w3c.dom.Node.getLocalName(); ,org.w3c.dom.Node; 
get Namespace URI from XML Node,org.w3c.dom.Node.getNamespaceURI(); ,org.w3c.dom.Node; 
get New Row generated Key from PreparedStatement,java.sql.Statement.getGeneratedKeys(); java.sql.ResultSet.next(); java.sql.CallableStatement.getInt(); java.sql.ResultSet.getInt(); ,java.sql.Statement; java.sql.ResultSet; java.sql.CallableStatement; 
get Next Day From Number,java.util.Calendar.getInstance(); java.util.Calendar.set(); ,java.util.Calendar; 
get Next Homo Sibling from XML Node,java.lang.String.equals(); ,java.lang.String; 
get Next Prime number,java.lang.Math.sqrt(); java.lang.StrictMath.sqrt(); ,java.lang.Math; java.lang.StrictMath; 
get Next Sibling Element namespace,org.w3c.dom.Node.getNextSibling(); java.lang.String.equals(); ,org.w3c.dom.Node; java.lang.String; 
get Node List from Document,javax.xml.xpath.XPathFactory.newInstance(); javax.xml.xpath.XPathFactory.newXPath(); javax.xml.xpath.XPath.compile(); ,javax.xml.xpath.XPathFactory; javax.xml.xpath.XPathFactory; javax.xml.xpath.XPath; 
get Now Thai Buddhist Date,java.time.chrono.ThaiBuddhistDate.now(); java.time.format.DateTimeFormatter.ofPattern(); java.util.Formatter.format(); ,java.time.chrono.ThaiBuddhistDate; java.time.format.DateTimeFormatter; java.util.Formatter; 
get Object List Dialog,javax.swing.JOptionPane.showInputDialog(); ,javax.swing.JOptionPane; 
get Offspring from XML Node,java.lang.String.equalsIgnoreCase(); ,java.lang.String; 
get Os Type From Os,java.lang.String.isEmpty(); java.lang.String.toLowerCase(); java.lang.String.startsWith(); ,java.lang.String; 
get Os from user agent,java.lang.String.indexOf(); ,java.lang.String; 
get Owner Document from XML Node,org.w3c.dom.Node.getOwnerDocument(); ,org.w3c.dom.Node; 
get Package And Class Name,java.lang.String.toString(); ,java.lang.String; 
get Parameter Value If Not Null Else Get Default Value from HttpServletRequest,java.lang.String.equals(); java.lang.String.trim(); ,java.lang.String; java.lang.String; 
get Parameter from HttpServletRequest,java.lang.String.toString(); ,java.lang.String; 
get Parameterized Type Arguments from Field,java.lang.reflect.Field.getGenericType(); java.lang.reflect.ParameterizedType.getActualTypeArguments(); ,java.lang.reflect.Field; java.lang.reflect.ParameterizedType; 
get Parent Path from a string,java.io.RandomAccessFile.length(); java.io.File.length(); ,java.io.RandomAccessFile; java.io.File; 
get Part Of Array by start and length,java.util.Arrays.toString(); ,java.util.Arrays; 
get Password from Console,java.lang.String.trim(); java.lang.String.isEmpty(); java.lang.String.valueOf(); java.io.Console.readPassword(); ,java.lang.String; java.io.Console; 
get Permutations for List of int array,java.util.Arrays.toString(); java.util.Arrays.copyOf(); ,java.util.Arrays; 
get Pixels from BufferedImage,java.awt.image.Raster.getDataElements(); ,java.awt.image.Raster; 
get Point To Line Distance,java.lang.Math.sqrt(); java.lang.Math.abs(); ,java.lang.Math; 
get Points from GeneralPath,java.util.List.add(); ,java.util.List; 
get Popup Type from PopupFactory,java.lang.Class.getDeclaredMethod(); java.lang.reflect.AccessibleObject.setAccessible(); java.lang.reflect.Method.invoke(); ,java.lang.Class; java.lang.reflect.AccessibleObject; java.lang.reflect.Method; 
get Port from SocketAddress,java.lang.String.toString(); java.lang.Integer.valueOf(); java.lang.String.substring(); java.lang.String.indexOf(); ,java.lang.String; java.lang.Integer; 
get Posix File Attributes,java.nio.file.Files.readAttributes(); java.io.File.toPath(); ,java.nio.file.Files; java.io.File; 
get Pre Homo Sibling from XML Node,java.lang.String.equals(); ,java.lang.String; 
get Preferred JTable Column Header Width,javax.swing.table.TableColumn.getHeaderRenderer(); javax.swing.table.TableColumn.getHeaderValue(); ,javax.swing.table.TableColumn; javax.swing.table.TableColumn; 
get Prefix for XML Node,java.lang.String.indexOf(); java.lang.String.substring(); ,java.lang.String; 
get Previous Month Index,java.util.Calendar.getInstance(); java.util.Calendar.setTime(); java.util.Calendar.get(); java.util.Calendar.set(); java.util.Calendar.roll(); ,java.util.Calendar; 
get Previous Prime number,java.lang.Math.sqrt(); java.lang.StrictMath.sqrt(); ,java.lang.Math; java.lang.StrictMath; 
get Primary Key Column Name,java.sql.Connection.getMetaData(); java.sql.DatabaseMetaData.getPrimaryKeys(); java.sql.ResultSet.next(); java.sql.ResultSet.getString(); ,java.sql.Connection; java.sql.DatabaseMetaData; java.sql.ResultSet; 
get Primary Monitor Bounds,java.awt.Toolkit.getDefaultToolkit(); java.awt.Toolkit.getScreenSize(); java.awt.GraphicsDevice.getDefaultConfiguration(); java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(); ,java.awt.Toolkit; java.awt.Toolkit; java.awt.GraphicsDevice; java.awt.GraphicsEnvironment; 
get Private Key from file,java.security.KeyStore.getKey(); java.lang.String.toCharArray(); java.security.KeyStore.getInstance(); java.security.KeyStore.load(); ,java.security.KeyStore; java.lang.String; 
get Proper Divisors Sum via IntStream,java.util.stream.IntStream.range(); ,java.util.stream.IntStream; 
get Proper Divisors via IntStream,java.util.stream.IntStream.range(); ,java.util.stream.IntStream; 
get Properties File From Project,java.lang.Object.getClass(); java.util.Properties.load(); java.util.ServiceLoader.load(); ,java.lang.Object; java.util.Properties; java.util.ServiceLoader; 
get Property Value from Property file,java.util.Properties.load(); java.util.ServiceLoader.load(); java.util.Properties.getProperty(); java.util.logging.LogManager.getProperty(); ,java.util.Properties; java.util.ServiceLoader; java.util.logging.LogManager; 
"get RFC format Date, EEE, dd MMM yyyy HH:mm:ss 'GMT'",java.util.Formatter.format(); java.util.logging.SimpleFormatter.format(); java.util.logging.XMLFormatter.format(); java.util.logging.Formatter.format(); ,java.util.Formatter; java.util.logging.SimpleFormatter; java.util.logging.XMLFormatter; java.util.logging.Formatter; 
get RSA Decrypt Cipher,javax.crypto.Cipher.getInstance(); javax.crypto.Cipher.init(); ,javax.crypto.Cipher; 
get RSA Encrypt Cipher,javax.crypto.Cipher.getInstance(); javax.crypto.Cipher.init(); ,javax.crypto.Cipher; 
get RSA Private Key,java.security.KeyFactory.getInstance(); java.security.KeyFactory.generatePrivate(); ,java.security.KeyFactory; 
get RSA Public Key,java.security.KeyFactory.getInstance(); java.security.KeyFactory.generatePublic(); ,java.security.KeyFactory; 
get RSA Public Key By Specification,java.security.KeyFactory.getInstance(); java.security.KeyFactory.generatePublic(); ,java.security.KeyFactory; 
get Random Bright Color,java.lang.Math.random(); ,java.lang.Math; 
get Random Color by base color,java.lang.Math.random(); ,java.lang.Math; 
get Random English Character,java.lang.Math.random(); ,java.lang.Math; 
get Random English Lower Character,java.lang.Math.random(); ,java.lang.Math; 
get Random Index from bitset,java.util.Random.nextInt(); java.lang.Integer.bitCount(); java.lang.Integer.numberOfTrailingZeros(); ,java.util.Random; java.lang.Integer; 
get Random Ip Address,java.lang.Math.random(); ,java.lang.Math; 
get Random Mac Address,java.lang.String.format(); java.lang.String.toUpperCase(); ,java.lang.String; 
get Random Unset Bit,java.util.BitSet.cardinality(); ,java.util.BitSet; 
get Random User Agent,java.security.SecureRandom.getInstance(); ,java.security.SecureRandom; 
get Random element from a List,java.util.Arrays.asList(); java.util.List.size(); java.util.List.get(); java.util.Random.nextInt(); ,java.util.Arrays; java.util.List; java.util.Random; 
get Random integer within range,java.util.Scanner.nextInt(); java.util.PrimitiveIterator.OfInt.nextInt(); java.util.Random.nextInt(); java.util.concurrent.ThreadLocalRandom.nextInt(); java.util.SplittableRandom.nextInt(); ,java.util.Scanner; java.util.PrimitiveIterator.OfInt; java.util.Random; java.util.concurrent.ThreadLocalRandom; java.util.SplittableRandom; 
get Randomized Maximum Contrast Color List,java.util.Collections.shuffle(); ,java.util.Collections; 
get Real Length string length in GBK encoding,java.lang.String.getBytes(); ,java.lang.String; 
get Record Count in ResultSet,java.sql.ResultSet.getType(); java.sql.ResultSet.getRow(); java.sql.ResultSet.last(); java.sql.ResultSet.first(); java.sql.ResultSet.absolute(); ,java.sql.ResultSet; java.sql.ResultSet; 
